date,day,pot id,species,treatment,road salt concentration,avg height (cm),germination,growth rate (height/day),observations
2026-02-18,1,80,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,81,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,82,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,83,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,84,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,85,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,86,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,87,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,88,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,89,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,90,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,91,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,92,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,93,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,94,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,95,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,96,white dutch clover,low salt,0.0841,0.00,0,n/a,
2026-02-18,1,97,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,98,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,99,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,100,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,101,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,102,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,103,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,104,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,105,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,106,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,107,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,108,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,109,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,110,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,111,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,112,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,113,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,114,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,115,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,116,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,117,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,118,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,119,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,120,western yarrow,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,121,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,122,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,123,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,124,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,125,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,126,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,127,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,128,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,129,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,130,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,131,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,132,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,133,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,134,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,135,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,136,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,137,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,138,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,139,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,140,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,141,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,142,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,143,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,144,white dutch clover,medium salt,0.1683,0.00,0,n/a,
2026-02-18,1,145,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,146,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,147,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,148,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,149,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,150,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,151,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,152,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,153,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,154,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,155,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,156,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,157,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,158,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,159,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,160,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,161,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,162,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,163,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,164,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,165,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,166,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,167,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,168,western yarrow,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,169,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,170,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,171,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,172,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,173,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,174,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,175,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,176,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,177,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,178,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,179,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,180,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,181,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,182,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,183,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,184,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,185,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,186,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,187,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,188,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,189,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,190,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,191,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-18,1,192,white dutch clover,high salt,0.2525,0.00,0,n/a,
2026-02-19,2,1,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,2,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,3,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,4,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,5,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,6,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,7,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,8,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,9,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,10,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,11,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,12,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,13,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,14,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,15,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,16,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,17,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,18,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,19,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,20,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,21,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,22,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,23,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,24,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-19,2,25,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,26,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,27,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,28,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,29,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,30,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,31,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,32,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,33,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,34,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,35,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,36,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,37,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,38,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,39,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,40,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,41,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,42,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,43,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,44,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,45,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,46,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,47,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,48,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-19,2,49,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,50,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,51,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,52,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,53,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,54,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,55,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,56,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,57,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,58,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,59,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,60,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,61,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,62,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,63,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,64,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,65,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,66,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,67,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,68,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,69,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,70,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,71,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,72,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,73,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,74,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,75,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,76,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,77,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,78,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,79,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,80,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,81,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,82,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,83,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,84,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,85,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,86,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,87,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,88,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,89,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,90,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,91,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,92,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,93,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,94,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,95,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,96,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-19,2,97,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,98,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,99,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,100,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,101,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,102,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,103,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,104,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,105,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,106,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,107,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,108,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,109,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,110,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,111,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,112,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,113,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,114,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,115,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,116,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,117,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,118,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,119,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,120,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,121,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,122,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,123,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,124,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,125,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,126,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,127,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,128,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,129,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,130,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,131,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,132,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,133,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,134,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,135,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,136,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,137,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,138,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,139,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,140,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,141,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,142,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,143,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,144,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-19,2,145,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,146,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,147,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,148,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,149,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,150,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,151,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,152,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,153,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,154,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,155,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,156,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,157,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,158,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,159,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,160,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,161,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,162,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,163,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,164,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,165,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,166,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,167,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,168,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,169,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,170,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,171,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,172,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,173,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,174,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,175,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,176,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,177,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,178,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,179,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,180,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,181,white dutch clover,high salt,0.2525,0.00,0,0.00,
